FIPS,County,State,2000-2004 Democratic vote share change,2004-2008 Democratic vote share change,2008-2012 Democratic vote share change,2012-2016 Democratic vote share change,2000-2004 Republican vote share change,2004-2008 Republican vote share change,2008-2012 Republican vote share change,2012-2016 Republican vote share change,Standard deviation of Democratic change,Standard deviation of Republican change,Average of D/R standard deviations
1001,Autauga,AL,-0.050251612,0.020789823,0.008148107,-0.028181609,0.05979194,-0.020598849,-0.009953856,0.001483362,0.032688378,0.035891962,0.03429017
1003,Baldwin,AL,-0.022793386,0.013090368,-0.022224776,-0.022038433,0.040497369,-0.011556966,0.0209879,-0.008125571,0.017724192,0.02478743,0.021255811
1005,Barbour,AL,-0.050723846,0.041491573,0.023831116,-0.048406501,0.057133708,-0.042984187,-0.022153913,0.038735366,0.048027184,0.04784359,0.047935387
1007,Bibb,AL,-0.106767968,-0.00890359,-0.004444641,-0.049024442,0.118253767,0.004433133,0.0038329,0.03576617,0.047433057,0.053892894,0.050662975
1009,Blount,AL,-0.093786653,-0.037993351,-0.021416299,-0.039460824,0.103721353,0.031693759,0.024464332,0.028689609,0.031496314,0.03783578,0.034666047
1011,Bullock,AL,-0.011774729,0.060202944,0.022338779,-0.013589786,0.024516293,-0.059847693,-0.021817033,0.00697621,0.034782341,0.036869737,0.035826039
1013,Butler,AL,-0.056592878,0.025815281,0.029262642,-0.033908628,0.062712075,-0.02667147,-0.029240505,0.025569654,0.043056445,0.044313413,0.043684929
1015,Calhoun,AL,-0.072254063,-0.001624629,0.003613518,-0.058663355,0.085601103,-0.001968599,-0.0023585,0.032072569,0.038824796,0.041447859,0.040136327
1017,Chambers,AL,-0.064267085,0.044302432,0.015661971,-0.054147023,0.074727743,-0.045485829,-0.01744666,0.042309076,0.052965615,0.054820375,0.053892995
1019,Cherokee,AL,-0.111066488,-0.099314552,-0.018615969,-0.073883291,0.123549126,0.094349406,0.018666275,0.066593195,0.041110911,0.044620947,0.042865929
1021,Chilton,AL,-0.092124449,-0.019743833,-0.012041869,-0.036063193,0.101549848,0.016405392,0.012915631,0.023156023,0.036168245,0.042243155,0.0392057
1023,Choctaw,AL,-0.045676118,0.003566875,0.014547613,-0.04879295,0.051026105,-0.004264632,-0.013878926,0.041998493,0.032832453,0.032540006,0.032686229
1025,Clarke,AL,-0.029083926,0.034102599,0.017101978,-0.016116774,0.033742109,-0.034949061,-0.01640145,0.00861294,0.029166639,0.029905002,0.029535821
1027,Clay,AL,-0.059746799,-0.029762602,0.008634355,-0.079991547,0.071002555,0.027735942,-0.007842819,0.068761494,0.038553759,0.037539735,0.038046747
1029,Cleburne,AL,-0.086876803,-0.059996574,-0.025908982,-0.05025836,0.099152009,0.049742225,0.032711376,0.038098803,0.025216101,0.030328509,0.027772305
1031,Coffee,AL,-0.083900072,-0.001979204,-0.003220235,-0.045859656,0.09514098,0.002162229,0.000624777,0.022602901,0.039171091,0.044481603,0.041826347
1033,Colbert,AL,-0.046860786,-0.052209739,0.001387861,-0.098482834,0.062510012,0.042293564,0.002651732,0.076187659,0.040834459,0.032024227,0.036429343
1035,Conecuh,AL,-0.049764993,0.042292612,0.012387294,-0.038536332,0.057046539,-0.043481283,-0.010037444,0.029615676,0.043286308,0.044151804,0.043719056
1037,Coosa,AL,-0.049778483,-0.00232533,0.007235944,-0.076529116,0.059316054,0.002973808,-0.005189952,0.065087081,0.039615073,0.036779008,0.038197041
1039,Covington,AL,-0.092139539,-0.028787126,-0.000473027,-0.055010067,0.101901717,0.028073942,-0.000264499,0.044329665,0.039006938,0.043068717,0.041037828
1041,Crenshaw,AL,-0.094609536,-0.000668141,0.011355016,-0.053896356,0.104245521,-0.000190951,-0.011715505,0.045300454,0.049114302,0.052663681,0.050888992
1043,Cullman,AL,-0.101889989,-0.062514134,-0.019477931,-0.046335,0.113229881,0.056397792,0.023132036,0.02944302,0.034476735,0.041069803,0.037773269
1045,Dale,AL,-0.064433768,0.026819635,0.01207775,-0.049479524,0.076945467,-0.028396942,-0.012372885,0.03010177,0.044937928,0.047215895,0.046076911
1047,Dallas,AL,0.00771322,0.069047171,0.026643276,-0.014313685,-0.003685397,-0.068916228,-0.025911669,0.007956396,0.035390654,0.033899899,0.034645276
1049,DeKalb,AL,-0.053996124,-0.058244362,-0.016057846,-0.079298639,0.068054452,0.047347376,0.02043568,0.060639247,0.026331161,0.020953432,0.023642296
1051,Elmore,AL,-0.053821217,0.016278257,0.010426099,-0.025735085,0.064240144,-0.01785013,-0.011353795,0.001819515,0.032834794,0.037585707,0.035210251
1053,Escambia,AL,-0.080202656,0.045845778,0.01560681,-0.058951851,0.088610226,-0.047924094,-0.014297034,0.044660836,0.059843678,0.060787782,0.06031573
1055,Etowah,AL,-0.083908891,-0.057441187,-0.000662018,-0.064597647,0.096681039,0.051294444,0.001042464,0.047636699,0.035784492,0.039074385,0.037429439
1057,Fayette,AL,-0.091493264,-0.05032781,-0.021928446,-0.06355759,0.104743089,0.047771895,0.022543775,0.051781609,0.028909048,0.034538323,0.031723686
1059,Franklin,AL,-0.063765984,-0.071245923,-0.004657384,-0.109540756,0.075670637,0.061492087,0.008566293,0.089371295,0.043345661,0.035354833,0.039350247
1061,Geneva,AL,-0.088819139,-0.017789544,-0.002942294,-0.050424747,0.103772349,0.014875003,0.002671585,0.039462118,0.038116319,0.045061903,0.041589111
1063,Greene,AL,-0.004333418,0.038159388,0.015714982,-0.024293148,0.008411568,-0.036641928,-0.014565441,0.021159514,0.026787262,0.025535793,0.026161527
1065,Hale,AL,-0.018850966,0.023643128,0.019530323,-0.032150295,0.0269856,-0.02338536,-0.018179948,0.023252921,0.027773565,0.026630186,0.027201876
1067,Henry,AL,-0.068220263,0.015875509,0.002958216,-0.06799614,0.07826525,-0.017275193,-0.003348308,0.055254762,0.045068795,0.045832215,0.045450505
1069,Houston,AL,-0.041012314,0.040329904,0.002108777,-0.044928715,0.05139845,-0.041408736,-0.002678401,0.022386752,0.040242738,0.039346032,0.039794385
1071,Jackson,AL,-0.081380858,-0.11957393,-0.022418685,-0.107899136,0.09428514,0.107076872,0.027038738,0.092804315,0.043321297,0.036081874,0.039701586
1073,Jefferson,AL,-0.022918923,0.069994789,0.004516091,-0.010344197,0.035751796,-0.070956859,-0.004485861,-0.023150814,0.041338443,0.04427896,0.042808701
1075,Lamar,AL,-0.081885654,-0.055968652,0.001568577,-0.08097342,0.094183847,0.055115771,-0.004423697,0.074404614,0.03914299,0.042594885,0.040868938
1077,Lauderdale,AL,-0.037534005,-0.04440554,-0.010974682,-0.087041106,0.05335975,0.034420869,0.015933671,0.058283658,0.031523911,0.019339873,0.025431892
1079,Lawrence,AL,-0.077089405,-0.087840339,0.007426729,-0.114609539,0.086695132,0.079844808,-0.003121698,0.101701489,0.052719047,0.047159514,0.04993928
1081,Lee,AL,-0.017127679,0.031976884,-0.002399875,-0.034660139,0.040765219,-0.033753119,-0.001033344,-0.007412301,0.02828211,0.030857589,0.029569849
1083,Limestone,AL,-0.066569322,-0.029675477,-0.007030639,-0.042220429,0.076674881,0.0256737,0.010011948,0.008013818,0.024845129,0.032042372,0.02844375
1085,Lowndes,AL,-0.026898168,0.045655334,0.015432414,-0.033576542,0.034254608,-0.048071171,-0.015077705,0.02848929,0.037297769,0.038829334,0.038063551
1087,Macon,AL,-0.038795356,0.03963597,0.001407848,-0.04242365,0.043354924,-0.038552779,-0.000289566,0.028509905,0.038619194,0.036084362,0.037351778
1089,Madison,AL,-0.02367035,0.017669689,-0.019397643,-0.015451089,0.040362808,-0.02005403,0.017351123,-0.03823038,0.01888862,0.035561507,0.027225064
1091,Marengo,AL,-0.015864133,0.028620272,0.017933946,-0.023807915,0.020971875,-0.028241973,-0.018352871,0.013474984,0.025478048,0.023936988,0.024707518
1093,Marion,AL,-0.095522564,-0.085325873,-0.024650122,-0.075501408,0.109923777,0.074124528,0.029240671,0.067225509,0.031479679,0.033064958,0.032272319
1095,Marshall,AL,-0.102501565,-0.056188874,-0.018782682,-0.05419391,0.113093899,0.052227485,0.018590629,0.033460462,0.034332327,0.041514881,0.037923604
1097,Mobile,AL,-0.013092185,0.046448287,-0.002570382,-0.03251176,0.027613773,-0.046491356,0.002226268,0.007973125,0.033624025,0.031483678,0.032553851
1099,Monroe,AL,-0.033423564,0.062068708,0.012321953,-0.037139195,0.03591072,-0.062809261,-0.012650123,0.028068709,0.046537248,0.045275136,0.045906192
1101,Montgomery,AL,0.001159819,0.089773075,0.025431735,-0.004452318,0.00852379,-0.090602119,-0.025193271,-0.021435525,0.043189717,0.041770008,0.042479862
1103,Morgan,AL,-0.075665041,-0.025694933,-0.002450635,-0.050251399,0.08702184,0.021658794,0.004979536,0.022650969,0.031532318,0.036215027,0.033873672
1105,Perry,AL,-0.012603593,0.041599585,0.025318804,-0.024458379,0.015392533,-0.042074859,-0.025683464,0.019652524,0.031122225,0.030471552,0.030796889
1107,Pickens,AL,-0.056416585,0.027630284,0.007188865,-0.047266436,0.061925586,-0.026357592,-0.006644339,0.038648774,0.04101423,0.040521054,0.040767642
1109,Pike,AL,-0.048498076,0.056559981,0.006519106,-0.043840683,0.055178369,-0.056165269,-0.009086326,0.019747781,0.049334123,0.047075566,0.048204844
1111,Randolph,AL,-0.077740671,-0.017895889,0.000949128,-0.071123992,0.091486334,0.010264728,0.003782118,0.06160715,0.038944579,0.04203525,0.040489915
1113,Russell,AL,-0.070012203,0.034929741,0.022998797,-0.058718188,0.076491908,-0.035767535,-0.021740145,0.039815866,0.054299601,0.052674798,0.053487199
1115,St. Clair,AL,-0.08209963,-0.008414627,-0.013639628,-0.019498078,0.095327061,0.005235693,0.014857945,-0.001719701,0.03442343,0.045116138,0.039769784
1117,Shelby,AL,-0.023992345,0.039342396,-0.010789848,0.010173204,0.036950189,-0.042041208,0.01033259,-0.051065948,0.027623078,0.042120085,0.034871581
1119,Sumter,AL,-0.021481891,0.046142331,0.021595417,-0.031162841,0.024667563,-0.045661925,-0.020880329,0.020906525,0.036382786,0.033944342,0.035163564
1121,Talladega,AL,-0.062149146,0.022420836,0.013806561,-0.053826032,0.070624516,-0.025116531,-0.011307669,0.040362571,0.044208393,0.044668247,0.04443832
1123,Tallapoosa,AL,-0.076779028,0.010323085,0.021633208,-0.052370357,0.087011963,-0.011086821,-0.020852216,0.039282899,0.047786368,0.04982036,0.048803364
1125,Tuscaloosa,AL,-0.0307213,0.036868121,-0.007814939,-0.023724372,0.048377815,-0.038631989,0.006721909,-0.005048014,0.030363251,0.035920781,0.033142016
1127,Walker,AL,-0.13538535,-0.058864398,-0.029068931,-0.07731527,0.149724961,0.047551003,0.035894365,0.064232908,0.044802051,0.051577651,0.048189851
1129,Washington,AL,-0.064410133,-0.031835125,-0.010486278,-0.060815399,0.071560658,0.03077404,0.011969356,0.051774694,0.025512228,0.025796098,0.025654163
1131,Wilcox,AL,0.003597481,0.03472764,0.032898632,-0.033873959,-0.001260664,-0.035123533,-0.03135339,0.027619564,0.032145317,0.029318727,0.030732022
1133,Winston,AL,-0.07437763,-0.039368555,-0.042770767,-0.04783277,0.091767937,0.027790076,0.047876393,0.039120754,0.015911475,0.027987893,0.021949684
4001,Apache,AZ,-0.022381022,-0.012752989,0.029052929,-0.045793887,0.040810853,0.005969236,-0.033270521,-0.021281291,0.031262056,0.032893153,0.032077604
4003,Cochise,AZ,-0.008189855,-0.005706239,-0.009550582,-0.029571293,0.050077155,-0.002440696,0.007391325,-0.04027124,0.010993689,0.037128803,0.024061246
4005,Coconino,AZ,0.063442902,0.018915315,-0.012847618,-0.023542371,0.001412092,-0.022728253,0.001947773,-0.057127858,0.039046238,0.027827052,0.033436645
4007,Gila,AZ,-0.035258325,-0.045866722,0.00451418,-0.166701336,0.0758383,0.038939599,-0.006128823,-0.238537891,0.073838589,0.141407039,0.107622814
4009,Graham,AZ,-0.050056526,-0.006694284,0.014014586,-0.141865722,0.074963243,0.001044563,-0.016361523,-0.28602816,0.069169577,0.157995989,0.113582783
4011,Greenlee,AZ,-0.037155773,0.026276305,0.040552854,-0.230160622,0.07221237,-0.031461565,-0.052404279,-0.170899206,0.124687153,0.099709299,0.112198226
4012,La Paz,AZ,-0.02882537,-0.018334096,-0.018598564,-0.064182398,0.057473921,0.007296504,0.017616925,0.023018637,0.0216887,0.02174932,0.02171901
4013,Maricopa,AZ,-0.005573857,0.017895165,-0.003627661,0.010798116,0.037361865,-0.022790107,-0.002109922,-0.068069898,0.011344335,0.043894558,0.027619446
4015,Mohave,AZ,-0.04109694,-0.027899665,-0.047777564,-0.06065993,0.084040411,0.019267796,0.046534565,0.026744773,0.01364988,0.028976985,0.021313432
4017,Navajo,AZ,-0.010943336,-0.022891333,0.018696069,-0.045390941,0.041636661,0.017802737,-0.019399873,-0.021911803,0.026693907,0.030685923,0.028689915
4019,Pima,AZ,0.012920352,-0.002119316,0.002242115,0.006336065,0.033247878,-0.002722753,-0.006395072,-0.060149847,0.006395605,0.038502725,0.022449165
4021,Pinal,AZ,-0.054188188,0.000222857,-0.01288914,-0.03935661,0.085319781,-0.006107697,0.006588336,-0.011024703,0.024706839,0.04503283,0.034869834
4023,Santa Cruz,AZ,0.003691981,0.060577587,0.030030836,0.028632704,0.024042476,-0.060445922,-0.034814811,-0.067663061,0.023286766,0.041633744,0.032460255
4025,Yavapai,AZ,0.026390055,-0.00888209,-0.03197025,-0.027257342,0.023458881,0.002242548,0.028779137,-0.019619114,0.026490591,0.022095748,0.02429317
4027,Yuma,AZ,-0.003944029,0.008724255,0.00493915,0.033699813,0.028498114,-0.013233298,-0.006875909,-0.081901137,0.016129002,0.046156708,0.031142855
5001,Arkansas,AR,-0.003766885,-0.072417264,0.002718827,-0.065903471,0.019285398,0.054248237,0.000350347,0.015812308,0.039804497,0.022756637,0.031280567
5003,Ashley,AR,-0.058261714,-0.111579818,0.016574545,-0.063030083,0.067911337,0.089012987,-0.01110702,0.045955746,0.052902062,0.043113542,0.048007802
5005,Baxter,AR,-0.005265349,-0.057466571,-0.059822044,-0.056521117,0.029675409,0.042671385,0.064581493,0.034998107,0.026372164,0.015356242,0.020864203
5007,Benton,AR,-0.017362579,0.001999137,-0.021089723,0.003633606,0.034245789,-0.01161245,0.017439832,-0.060801758,0.012834255,0.041638147,0.027236201
5009,Boone,AR,-0.01551813,-0.027391692,-0.041531505,-0.063463247,0.034262912,0.02068533,0.041629691,0.03438492,0.020612505,0.008743887,0.014678196
5011,Bradley,AR,-0.01411884,-0.103442305,-0.018969785,-0.036243298,0.0226721,0.086474603,0.024574914,0.008052467,0.041272865,0.034812244,0.038042554
5013,Calhoun,AR,-0.056414526,-0.097349244,-0.008094597,-0.021965997,0.066036838,0.077165729,0.011203467,0.01511148,0.03983153,0.034084412,0.036957971
5015,Carroll,AR,0.022134447,-0.002637905,-0.031408326,-0.052305333,0.010666543,-0.015012947,0.026485594,0.029293708,0.032599916,0.020309571,0.026454743
5017,Chicot,AR,-0.004245127,-0.044884659,0.023136094,-0.044690025,0.011320717,0.044250538,-0.023934347,0.027979847,0.033246974,0.029174499,0.031210737
5019,Clark,AR,0.002153315,-0.073285995,-0.016005569,-0.028621273,0.011377604,0.057583767,0.009762729,6.72012E-05,0.032149456,0.025746444,0.02894795
5021,Clay,AR,-0.062363539,-0.128247442,-0.067068212,-0.109540494,0.070557965,0.097580519,0.080943077,0.095999925,0.032255788,0.012882073,0.022568931
5023,Cleburne,AR,-0.006348402,-0.137020975,-0.03532455,-0.051098749,0.03017104,0.110689768,0.044132202,0.03625063,0.056192488,0.037359018,0.046775753
5025,Cleveland,AR,-0.029754578,-0.154845317,-0.001188137,-0.043162764,0.047149677,0.124629983,0.008919023,0.025843141,0.067385029,0.0511151,0.059250064
5027,Columbia,AR,-0.015533761,-0.042737499,0.004367955,-0.022877986,0.038997197,0.035042332,-0.000829194,0.001556055,0.019463052,0.021247369,0.02035521
5029,Conway,AR,0.009153439,-0.10547676,0.001795038,-0.05368775,0.00631096,0.080073595,0.007527047,0.027748222,0.053549761,0.034534769,0.044042265
5031,Craighead,AR,-0.033408891,-0.093842616,-0.032617025,-0.03584611,0.047502587,0.07890632,0.032261958,0.001565936,0.029974151,0.032181936,0.031078044
5033,Crawford,AR,-0.025213583,-0.076438406,-0.018068657,-0.037134398,0.043396485,0.058981735,0.020144388,0.007736154,0.026032789,0.022992087,0.024512438
5035,Crittenden,AR,-0.004886315,0.024891972,0.001667718,-0.040333461,0.010369014,-0.033877906,-0.000422447,0.017918856,0.026993864,0.022857933,0.024925898
5037,Cross,AR,-0.054977458,-0.081320847,-0.020734733,-0.050310664,0.058212743,0.069903417,0.022847169,0.027884433,0.02482499,0.022935529,0.023880259
5039,Dallas,AR,-0.021527807,-0.049418546,-0.009811475,-0.013102047,0.029735764,0.027318898,0.010347404,0.004685479,0.017992117,0.012388258,0.015190187
5041,Desha,AR,-0.004060988,-0.064347785,0.003548622,-0.029341665,0.015449536,0.055251366,0.001639909,0.021827663,0.030616768,0.022756775,0.026686772
5043,Drew,AR,-0.044321742,-0.079354736,0.00346149,-0.037897333,0.056620204,0.061960171,0.002045656,0.015658583,0.033960291,0.029726039,0.031843165
5045,Faulkner,AR,-0.012740493,-0.033111412,-0.034637022,-0.020729541,0.036908587,0.029460209,0.028628391,-0.027065294,0.010437566,0.029600547,0.020019056
5047,Franklin,AR,-0.02282825,-0.124027987,-0.024734276,-0.060664742,0.039890706,0.10763146,0.026868454,0.036209171,0.047294961,0.037061883,0.042178422
5049,Fulton,AR,-0.002707916,-0.089297044,-0.067910839,-0.097500883,0.013362522,0.068863484,0.074300757,0.075222911,0.04294866,0.029848771,0.036398716
5051,Garland,AR,0.008474428,-0.085606914,-0.024731948,-0.037228225,0.009806546,0.072311495,0.025147581,0.000583707,0.038992639,0.031885173,0.035438906
5053,Grant,AR,-0.048765292,-0.142878682,-0.003364412,-0.042159102,0.074806285,0.118315057,0.005893413,0.023641395,0.059214233,0.050971039,0.055092636
5055,Greene,AR,-0.035744148,-0.136821044,-0.042926154,-0.080334084,0.051456592,0.111644802,0.029002492,0.07506483,0.046244606,0.035324379,0.040784492
5057,Hempstead,AR,-0.027917475,-0.121818236,-0.033797383,-0.019384916,0.033570244,0.101031707,0.037546044,0.005358183,0.047760431,0.040396666,0.044078549
5059,Hot Spring,AR,-0.014179077,-0.130466469,-0.018536281,-0.076495076,0.034877083,0.108977484,0.027272899,0.053908708,0.054943552,0.036887861,0.045915706
5061,Howard,AR,-0.024464361,-0.077898276,-0.03062436,-0.040627007,0.03186839,0.05668396,0.037945873,0.027298749,0.023941567,0.0129151,0.018428333
5063,Independence,AR,-0.025511938,-0.118476552,-0.035200972,-0.053040414,0.041039736,0.100137519,0.03284852,0.025795632,0.041861945,0.034029761,0.037945853
5065,Izard,AR,-0.043328704,-0.127354394,-0.054680863,-0.084450583,0.058473865,0.096172961,0.065419626,0.06458374,0.037515122,0.016958629,0.027236875
5067,Jackson,AR,-0.036081176,-0.169825408,-0.00356951,-0.084787544,0.046438715,0.136648367,0.015946619,0.059102949,0.072333527,0.051374933,0.06185423
5069,Jefferson,AR,-0.006069532,-0.02328253,0.01603955,-0.028888439,0.0128625,0.02379383,-0.011226172,0.009564655,0.020211337,0.014639451,0.017425394
5071,Johnson,AR,-0.006366638,-0.07936885,-0.025263746,-0.079288836,0.025244534,0.065784092,0.023628099,0.043119585,0.037472378,0.019656025,0.028564202
5073,Lafayette,AR,-0.042777069,-0.100648231,0.010057579,-0.039638818,0.04803767,0.077970304,0.004207197,0.029844072,0.045275156,0.031040913,0.038158034
5075,Lawrence,AR,-0.003155206,-0.169028236,-0.04398016,-0.100580094,0.01133912,0.129707419,0.062452397,0.076596528,0.071994137,0.048670843,0.06033249
5077,Lee,AR,-0.037222785,-0.023127928,0.013980273,-0.041997972,0.037853224,0.02070756,-0.012562059,0.032314953,0.025347389,0.022586671,0.02396703
5079,Lincoln,AR,-0.028891156,-0.13489117,-0.005659462,-0.055212955,0.037166294,0.102848259,0.019818532,0.051485177,0.056253557,0.035771234,0.046012396
5081,Little River,AR,-0.042119641,-0.165410581,-0.032990323,-0.03999977,0.052616684,0.143840985,0.039923641,0.019523834,0.063640018,0.054960474,0.059300246
5083,Logan,AR,-0.012455449,-0.10394253,-0.015069174,-0.057528674,0.039390474,0.083000875,0.016195692,0.032602109,0.043073427,0.028516202,0.035794815
5085,Lonoke,AR,-0.043463422,-0.086977316,-0.018112488,-0.024263292,0.062469303,0.072690837,0.01522382,-0.005020415,0.031115403,0.03724111,0.034178256
5087,Madison,AR,0.014090731,-0.040417692,-0.01923185,-0.087449975,0.004860566,0.02101354,0.021369556,0.071306491,0.042531033,0.028826682,0.035678858
5089,Marion,AR,0.007675075,-0.046045731,-0.043972722,-0.087122292,0.035404208,0.030676889,0.045399951,0.073741979,0.038830215,0.019293108,0.029061662
5091,Miller,AR,-0.038502916,-0.095002611,-0.028506913,-0.029183297,0.046199123,0.082547383,0.034832324,0.00894808,0.03179794,0.030552712,0.031175326
5093,Mississippi,AR,-0.028181006,-0.060619654,0.007639643,-0.05409869,0.019409789,0.065442238,-0.004247807,0.04107995,0.030984657,0.029795264,0.030389961
5095,Monroe,AR,-0.021250836,-0.090515718,0.021841212,-0.035169162,0.028922777,0.076047068,-0.01784113,0.025584736,0.046355305,0.038368771,0.042362038
5097,Montgomery,AR,0.00044814,-0.083552062,-0.031220619,-0.060098874,0.028893175,0.054924861,0.042991777,0.046678387,0.036340371,0.010865569,0.02360297
